-4.875816363,1
-4.658186998,1
-4.512892359,1
-4.390071251,1
-4.081849106,1
-4.063069904,1
-3.88043383,1
-3.854448628,1
-3.604827836,1
-2.688582194,1
-2.586785072,1
-2.450760774,1
-2.046088399,1
-1.974662998,1
-1.625992819,1
-1.279336794,1
-0.946419704,1
-0.898657627,1
-0.851863052,1
-0.744871879,1
-0.430492988,1
-0.356602597,1
-0.270980454,1
-0.248789216,1
0.860818753,1
0.91468831,1
1.364129969,1
1.405181271,1
1.530980645,0
1.886016226,0
1.986520322,0
2.028197788,0
2.093194,1
2.247475565,0
2.289200064,1
2.31364328,0
2.365804647,0
2.602556763,0
2.83909747,0
2.889049758,0
3.009943934,0
3.028011683,0
3.096719621,0
3.119729782,0
3.42375202,0
3.435717242,0
3.487247042,0
3.493459733,0
3.53738912,0
3.582428979,0
3.859412853,0
3.887691923,0
4.049855399,0
4.109801441,0
4.123057232,0
4.129685329,0
4.130038606,0
4.209484171,0
4.292636586,0
4.298130997,0
4.332815809,0
4.551245501,0
4.599447576,0
4.677163642,0
4.938598794,0
4.958792097,0
5.013334504,0
5.156338137,0
5.235560816,0
5.401965818,0
5.405676412,0
5.437652112,0
5.552692031,0
5.612405013,0
5.750927894,0
5.794450704,0
5.86936992,0
5.938424912,0
5.964787934,0
5.983178792,0
