0.516045211,3.308598953,0
0.357218045,2.266543029,0
-0.338182585,4.103039651,0
0.903411757,3.935809248,0
1.232732083,5.177182506,0
1.705933598,4.999176222,0
2.121670719,3.467344091,0
1.605166778,1.665214738,0
0.017219201,1.76355871,0
4.085123012,4.486832987,0
2.397167438,3.11031619,0
2.742096143,6.023200715,0
3.768945628,4.292178519,0
1.375697781,3.721051899,0
1.556251988,2.162239651,0
2.633835564,3.411264842,0
-0.083117664,0.206762806,0
0.815164769,1.774250984,0
0.168890451,1.335691457,0
1.814373431,5.365944699,0
1.04561444,3.301033988,0
1.506640421,1.861242128,0
2.849447936,2.997695665,0
-0.178939198,4.452956537,0
2.160549861,5.723416365,0
2.041929037,4.55935541,0
0.597010748,2.432164551,0
1.529261665,4.089707326,0
3.950933664,5.116075115,0
1.364982754,2.766170727,0
0.765436808,4.161881444,0
2.882344488,5.910171719,0
1.753868496,3.771089624,0
1.326108495,3.898207485,0
0.74890972,3.855536022,0
1.805700402,2.485573328,0
1.520684242,2.568005352,0
4.132358131,4.165101009,0
2.371908405,3.151897529,0
0.875301535,2.969337696,0
1.516018473,1.887527212,0
3.886367843,4.452161662,0
0.085235016,2.259509676,0
2.373022913,3.131321941,0
3.154773157,4.990656457,0
1.577799961,3.123784118,0
3.089865132,3.381369819,0
1.186261629,2.194418823,0
1.624874522,1.840494647,0
1.241098345,2.125970273,0
2.515253177,2.701938864,0
2.625541682,3.513167911,0
-0.289829505,2.398983654,0
1.609657912,2.306322397,0
2.605666372,3.360954738,0
-1.169431194,2.691743113,0
2.696133807,2.975115793,0
0.747692908,2.674924669,0
0.086340893,1.851265591,0
1.691933567,4.336822295,0
2.228966298,2.245613696,0
0.828667431,3.915366472,0
1.173169845,2.923841444,0
2.361200954,3.542582074,0
2.209481317,4.250394592,0
0.829430283,2.173860298,0
3.272995128,3.903479469,0
-0.951310865,5.732996837,0
2.764397408,4.192646016,0
2.034767137,5.983459038,0
0.741622245,3.715449355,0
1.431601245,3.24138646,0
1.555613618,5.157309364,0
2.095921535,3.235548718,0
